ImageID,Labels,Caption
4220.jpg,0 14,a group of young men playing a game of baseball
4222.jpg,14,a wooden park bench under a low hanging tree
4224.jpg,0 17,a woman and a man that is holding up two ties
4226.jpg,0 18,a woman riding on the back of a brown horse
4229.jpg,0,there are two baseball players shaking hands on the field
4230.jpg,0,a child walking in a mess with books that he made
4232.jpg,0 2,a man riding a skateboard next to a street
4234.jpg,0 6,a train driving down the tracks near a platform
4236.jpg,16,a cat laying on top of a yellow and blue blanket covered bed
4237.jpg,0,a woman standing in a kitchen preparing food under two lights
4239.jpg,8 0,a crate of oranges by a lake with several large ferry ships in the background
4242.jpg,7 0 2 3,a view of a man sitting on a truck on the road
4245.jpg,9 0 1 2,a man in a multi-colored beanie pedals a passenger bike
4246.jpg,0 2,a woman riding in a jeep next to a green field
4248.jpg,16,a cat is laying on top of a laptop computer
4250.jpg,0,a man makes a face and holds a video game controller
4252.jpg,0 17,woman in glasses on black couch with dog
4255.jpg,0 14,a player stands at home ready to swing
4257.jpg,0,a beautiful little girl in a dress brushing her teeth
4262.jpg,0,a girl poses in front of an elephant in a walled enclosure
4264.jpg,0,a man talking on a phone with curly hair
4265.jpg,0,a table covered with fourth of july cakes
4268.jpg,7 0 2 12,a woman walking a black and white cow down a street
4269.jpg,0 18,two people ridding horses on a dirt trail with woods behind them
4272.jpg,8 0 14,dock area with urban area on cloudy day
4273.jpg,0,hand holding a white calculator inside a store
4276.jpg,0 2 3 5 7 9,a large gray delivery truck with a metal contraption on it's back
4277.jpg,0 3,a family under an umbrella amidst a large crowd
4279.jpg,17 2,there is a dog with his head out of the car window
4281.jpg,2 0 9 10,"a fire hydrant that reads  make love to iraq "" """
4283.jpg,0 18,a lady and man riding their horses through a grassy field
4285.jpg,9 6,i cannot tell what that glass bottle is lying on
4286.jpg,8 0,a black and white image of two women on the side of a boat with a large umbrella
4287.jpg,4,a jetliner taking off from an airport runway
4289.jpg,0 18,a large herd of cows being led down the road by people
4290.jpg,0,red wine being aged in barrels is tasted at a winery
4294.jpg,0,a snowboarder in flight while hold his board in his hand
4295.jpg,0 2,a city with lots of tall housing structures
4297.jpg,0 18,two females holding two horses that are standing side by side
4299.jpg,0,a person on a surfboard in the middle of a wave
4302.jpg,0 4,a small aircraft with a very long wing in flight
4303.jpg,0,two giraffes getting close to their audience at a zoo
4305.jpg,0 2,a group of people on a beach flying kites
4306.jpg,15,a bird sitting in side a container outside a house
4310.jpg,0,a baseball player holding a bat during a game
4312.jpg,0,three giraffes eat from a post with their food attached to the top
4313.jpg,18,horse with a blanket over it grazing in the grass
4314.jpg,7 0 17,a man standing behind a pickup with three dogs in the bed
4318.jpg,0,a woman is holding a sandwich and wearing a red dress
4322.jpg,10,a narrow snow covered street leading down to the water
4323.jpg,15 0,a flock of crows walking across a village road
4325.jpg,16 17 0,a woman with a cat and dog posing near a house
4328.jpg,0,a large commercial kitchen with five chefs and a server
4329.jpg,0,a man in a tank top tie and a santa claus hat
4332.jpg,15,many chickens in a group stand outside
4333.jpg,0,there is a man wearing glasses and a suit in the picture
4334.jpg,0,a young child that is sitting in front of a birthday cake
4337.jpg,0,a man talking on a cell phone while sitting at the dinner table
4338.jpg,10,a roller coaster going through an entrance and around a building
4340.jpg,0,a group of people riding skis in their bathing suits
4341.jpg,8 17,a large black dock sleeping inside of a boat
4343.jpg,0 5,"a large white bus reading five star"" is parked outside"""
4345.jpg,17,dog under a business desk with two computers
4347.jpg,0 18,two horses are pulling a cart with a driver and some shops and people
4348.jpg,0,a person skiing up the side of a snow covered mountain
4350.jpg,7 0 15,a silver manatee rescue truck parked in a parking lot
4352.jpg,0 2 14,a man reaches for the ball while playing lawn tennis
4354.jpg,0 1 2 7 18,a horse is pulling a carriage in the snow
4356.jpg,0,a male in a black shirt a table and a cake and a tree
4359.jpg,0,a crowd of people on a sidewalk behind a barrier fence
4360.jpg,0 1,two mountain bikers take a break on a path
4363.jpg,0,two men standing next to each other wearing neck ties
4366.jpg,0,one person leads and four others follows walking past a large building
4367.jpg,0 9,the man is wearing a colorful outfit carrying a colorful umbrella
4370.jpg,0,a group of women stand around some clothes
4371.jpg,2 10,a silver sports car sitting on top of a road
4374.jpg,0,a black and white photograph shows three women are using a machine in a factory
4376.jpg,0 2 5 6 8,a grilled hot dog is on a paper plate
4377.jpg,2 3,two motorcycles are parked together next to a car
4380.jpg,0,a woman sitting at a table painting and  umbrella with flowers
4382.jpg,0,a person holding a mouse and a keyboard on the table
4385.jpg,16 0,a boy sitting on a couch with a charlie brown necktie and no collar shirt with a black cat on his side
4386.jpg,0,a boy is wearing a green and yellow school sweater
4388.jpg,0,a person flying through the air while riding a snowboard
4390.jpg,0,several people who are waling on a dirt road
4393.jpg,0,a hand holding an orange carrot and a potato
4395.jpg,0 6,a train is being boarded by passengers by a platform
4398.jpg,0 6,many people standing next to a train that's on a train track
4399.jpg,0,people are on the beach watching kites fly in the air
4402.jpg,0 2 14,a man and woman are seated on the park bench
4403.jpg,16,a black cat is climbing down a book case
4405.jpg,4,an airplane sitting on top of a field under a cloudy sky
4407.jpg,0,a group of small children and adults next to a cake
4408.jpg,0,a group of people standing on a lush green field flying kites
4413.jpg,0 2 3 5 7 9,a city street filled with lots of traffic and cars
4414.jpg,4,a large passenger jet flying through a  gray sky
4415.jpg,0,a young boy flying a kite on a sandy beach
4418.jpg,0,a person posing on a snowboard on the snow
4419.jpg,7 0 8,a group of boats docked at a marina
4422.jpg,0,a young man riding his skateboard with hands in the air
4423.jpg,0,a man hitting a tennis ball with a racquet
4427.jpg,7 0 2,girls running on the beach looking to catch something
4428.jpg,0,a kid is trying to catch something while standing in a park
4430.jpg,0,a skateboarder dips his hand into the snow
4432.jpg,7 0 9 2,a blue arrow sign sitting on the side of a road
4434.jpg,2 0 1 18,a city street traveling through a small town
4435.jpg,16,a kitchen scene with a cat laying on the dining room table
4436.jpg,8,several house barges lined up on a river
4438.jpg,7 10 12,a red stop sign sitting above a green pole
4441.jpg,0 9 2,a woman standing in front of a table of baked goods
4442.jpg,17,a brown long haired dog sitting outside next to a street
4443.jpg,0,a shot taken during a tennis game in front of a large crowd
4447.jpg,0,the skateboarder performs a stunt off of a wooden platform
4451.jpg,0,a person is on the water with a sail and skis
4452.jpg,0 6,a man standing on a cat filled with supplies
4453.jpg,9 6,a yellow trains parked next to a train station
4456.jpg,0 1 3,three people are observing different motorcycles outside
4457.jpg,1 6,a long blue and yellow train traveling down tracks
4461.jpg,0,a table full of bread meat and fruit
4462.jpg,9,a pole that has three street signs on it
4463.jpg,15,there is a bird standing on a rocky shore
4465.jpg,6,a train on tracks parked on the side of station
4467.jpg,7,a truck and four wheeler parked under a wooden structure
4468.jpg,0,a tennis player dressed in white playing tennis
4472.jpg,0 18,a man riding a brown horse during a rodeo
4473.jpg,0 2 13,a woman  walking down the road while holding an umbrella
4474.jpg,18 2,a group of horses crossing the middle of a street
4476.jpg,0,a couple of men standing next to a lady in black
4478.jpg,0 1,black and white photograph of two men sheering sheep and person on bicycle
4481.jpg,15,living room with a large metal bird cage in the corner
4483.jpg,0,a giant skateboard on its side on the street
4484.jpg,0 14,a man walks onto a baseball field while a game is in progress
4487.jpg,0,a man in brown jacket doing a trick on a snowboard
4489.jpg,0,a man in orange jacket standing on snowboard on slope
4491.jpg,0 17,a woman sitting at a kitchen counter next to a dog
4494.jpg,0,a woman gliding in the ocean on top of a surfboard
4495.jpg,8,a trio of ships sit anchored on a beach
4497.jpg,0,a boy catching a ball while another boy holds a bat
4498.jpg,0,a man riding on a rail on a snowboard in the snow
4501.jpg,0 2 3 9 12,a crowded city street surrounded by tall buildings and neon signs
4503.jpg,0,a man holding a toddler has a rainbow kite
4504.jpg,0,a man skis down a slope lined with artificial grass
4506.jpg,0,a bald man holding a tennis ball and a racquet
4510.jpg,0,a man is standing under an unusual light fixture
4511.jpg,0,a man wearing a blue striped shirt and tie
4514.jpg,0 2 14,a skateboarder performs a trick while at the skate park
4515.jpg,6,a small train on a steel track by a fence
4516.jpg,0,a man that is on a surfboard in the water
4520.jpg,17,a large brown dog with a white deflated ball in it's mouth
4521.jpg,0,a young child eating a giant donut in a room
4523.jpg,3,a black motorcycle parked next to a lush green field
4524.jpg,0,an image of woman posing  with cell in her tights
4526.jpg,2 7 10 12 14,a city neighborhood with a stop sign on the corner
4527.jpg,0,a surfer rides his board up and over a wave
4529.jpg,0,a woman standing on a coffee table with nintendo wii controller in her hand
4530.jpg,0,a woman swinging a tennis racquet on a tennis court
4531.jpg,15,a parrot eating some food on top of a table
4534.jpg,0 17,a black dog with a red collar laying on it's back while drinking from a water bottle
4536.jpg,0,a bedroom with a large bed covered with a flowery comforter
4537.jpg,2,a road sign sitting on the side of a road next to a speed limit sign
4540.jpg,15,a bird perched on a branch pecks at an apple
4541.jpg,16 0,a little boy eating something with his leg over a cat
4543.jpg,0,the elderly man is looking at bushels of bananas on a table
4546.jpg,6,small wooden blue train with wooden tracks at park
4547.jpg,14,two white benches connected by a table in front of a privacy fence
4549.jpg,0 10,a little boy seems fascinated by this silver fire hydrant
4551.jpg,16,a bunch of boxes filled with ripe bananas
4552.jpg,0,a crowd of people on a beach flying kites
4555.jpg,7,a large red dump truck parked next to a pole behind a fence
4557.jpg,0 17,a refrigerator covered in pictures and stickers in a kitchen
4558.jpg,7 0 9 2,pedestrians walking along a sidewalk near a large number of buildings
4562.jpg,0,if the boy keeps running his kite will reach a good altitude
4564.jpg,0,a man wearing skiis standing in the snow
